year,month,category,concentration
2008,3,LDGV,0.257946016571113
2008,4,LDGV,0.211933631919603
2008,5,LDGV,0.184788755839667
2008,6,LDGV,0.196956074790455
2008,7,LDGV,0.193226507819714
2008,8,LDGV,0.180686888048455
2008,9,LDGV,0.186755005419321
2008,10,LDGV,0.247779897358007
2008,11,LDGV,0.296527099805142
2008,12,LDGV,0.260944909642462
2009,1,LDGV,0.378448456516863
2009,2,LDGV,0.330959515661728
2009,3,LDGV,0.271517883304552
2009,4,LDGV,0.222486667773563
2009,5,LDGV,0.171181134621741
2009,6,LDGV,0.229050057956794
2009,7,LDGV,0.216424415819982
2009,8,LDGV,0.239725393943408
2009,9,LDGV,0.220483914780761
2009,10,LDGV,0.25913471551913
2009,11,LDGV,0.321974904838593
2009,12,LDGV,0.302610959452757
2010,1,LDGV,0.389812923397838
2010,2,LDGV,0.34723534957222
2010,3,LDGV,0.330459368963502
2010,4,LDGV,0.276720167204861
2010,5,LDGV,0.195091325142487
2010,6,LDGV,0.215496437241851
2010,7,LDGV,0.2136021394262
2010,8,LDGV,0.20190525351719
2010,9,LDGV,0.224743759970882
2010,10,LDGV,0.281159272335195
2010,11,LDGV,0.347179588432091
2010,12,LDGV,0.370392061582814
2002,1,HDDV,0.305536283562419
2002,2,HDDV,0.186192032952215
2002,3,HDDV,0.143684629718755
2002,4,HDDV,0.0914009148942072
2002,5,HDDV,0.0652285640291338
2002,6,HDDV,0.0652668113545632
2002,7,HDDV,0.0464644270314159
2002,8,HDDV,0.0558149463987991
2002,9,HDDV,0.0764490142238193
2002,10,HDDV,0.142314302883979
2002,11,HDDV,0.215856076941724
2002,12,HDDV,0.305078286424542
2003,1,HDDV,0.295630025834255
2003,2,HDDV,0.231745235961161
2003,3,HDDV,0.139507701480754
2003,4,HDDV,0.086901864942006
2003,5,HDDV,0.0902995981094102
2003,6,HDDV,0.0841010931482291
2003,7,HDDV,0.055238423357389
2003,8,HDDV,0.0655759689184717
2003,9,HDDV,0.108817199406372
2003,10,HDDV,0.201799125942343
2003,11,HDDV,0.191602110074686
2003,12,HDDV,0.29093022448112
2004,1,HDDV,0.296822615456283
2004,2,HDDV,0.275389136394584
2004,3,HDDV,0.151627665068831
2004,4,HDDV,0.11275331534412
2004,5,HDDV,0.0861321820334074
2004,6,HDDV,0.0604509266004008
2004,7,HDDV,0.0701127670115688
2004,8,HDDV,0.0684163920775345
2004,9,HDDV,0.0904945418559347
2004,10,HDDV,0.122617737583797
2004,11,HDDV,0.210985048474725
2004,12,HDDV,0.291888099357982
2005,1,HDDV,0.157285476450933
2005,2,HDDV,0.125065164344215
2005,3,HDDV,0.125973252409393
2005,4,HDDV,0.0636247788148333
2005,5,HDDV,0.064816095302076
2005,6,HDDV,0.0422308444802965
2005,7,HDDV,0.027394351881131
2005,8,HDDV,0.0561708702198209
2005,9,HDDV,0.056389921281699
2005,10,HDDV,0.145643444639397
2005,11,HDDV,0.169138542552935
2005,12,HDDV,0.260274016762474
2006,1,HDDV,0.305536283562419
2006,2,HDDV,0.197480083663298
2006,3,HDDV,0.124240429763784
2006,4,HDDV,0.0988157476956451
2006,5,HDDV,0.115892511244689
2006,6,HDDV,0.0817270724825947
2006,7,HDDV,0.0760659422636012
2006,8,HDDV,0.061068706378619
2006,9,HDDV,0.108702090916419
2006,10,HDDV,0.193307913682501
2006,11,HDDV,0.176138533343451
2006,12,HDDV,0.211636851849851
2007,1,HDDV,0.241421686633796
2007,2,HDDV,0.314480127237142
2007,3,HDDV,0.12188623977444
2007,4,HDDV,0.116075065363889
2007,5,HDDV,0.0901115910382634
2007,6,HDDV,0.06711029861064
2007,7,HDDV,0.0770074049994972
2007,8,HDDV,0.0605299796146051
2007,9,HDDV,0.0967545273742735
2007,10,HDDV,0.140750014034777
2007,11,HDDV,0.224496979212886
2007,12,HDDV,0.212513052228465
2008,1,HDDV,0.140985578930191
2008,2,HDDV,0.138465903320972
2008,3,HDDV,0.0984918889225879
2008,4,HDDV,0.0668667622061973
2008,5,HDDV,0.0684842351265973
2008,6,HDDV,0.0560783784649194
2008,7,HDDV,0.0870898719052694
2008,8,HDDV,0.102694973945242
2008,9,HDDV,0.0545964149377006
2008,10,HDDV,0.152526212241429
2008,11,HDDV,0.17299843099869
2008,12,HDDV,0.166198664877843
2009,1,HDDV,0.0116876703624732
2009,2,HDDV,0.0137169409802108
2009,3,HDDV,0.0165423327247415
2009,4,HDDV,0.0159350135205155
2009,5,HDDV,0.0199049590882637
2009,6,HDDV,0.0235923700250088
2009,7,HDDV,0.0223149843308917
2009,8,HDDV,0.0344232553695518
2009,9,HDDV,0.0592935549562936
2009,10,HDDV,0.06052201896097
2009,11,HDDV,0.0376966978441563
2009,12,HDDV,0.0419609320156245
2010,1,HDDV,0.0199083678235575
2010,2,HDDV,0.0417749499151745
2010,3,HDDV,0.0315326576045051
2010,4,HDDV,0.0160043105354366
2010,5,HDDV,0.0144297931869825
2010,6,HDDV,0.00994847338477409
2010,7,HDDV,0.0177052519099329
2010,8,HDDV,0.0222694199553658
2010,9,HDDV,0.0353400022967839
2010,10,HDDV,0.0360560172304592
2010,11,HDDV,0.0467459698151483
2010,12,HDDV,0.0260343220535932
2002,1,SDUST,0.263386434136658
2002,2,SDUST,0.264517074422753
2002,3,SDUST,0.249649910776024
2002,4,SDUST,0.31336990382042
2002,5,SDUST,0.378672140760154
2002,6,SDUST,0.31077156882637
2002,7,SDUST,0.38214736845158
2002,8,SDUST,0.308675866361484
2002,9,SDUST,0.25500998950526
2002,10,SDUST,0.266714518247913
2002,11,SDUST,0.289164501365906
2002,12,SDUST,0.237688008541912
2003,1,SDUST,0.275249988823372
2003,2,SDUST,0.264305691569221
2003,3,SDUST,0.265957923120773
2003,4,SDUST,0.312036853190811
2003,5,SDUST,0.254156411103168
2003,6,SDUST,0.302547494581933
2003,7,SDUST,0.290096488100946
2003,8,SDUST,0.286675842238267
2003,9,SDUST,0.282433716169252
2003,10,SDUST,0.361991498529301
2003,11,SDUST,0.265458983663131
2003,12,SDUST,0.213451951065968
2004,1,SDUST,0.322644689469447
2004,2,SDUST,0.386042067515937
2004,3,SDUST,0.344770325785607
2004,4,SDUST,0.399154750128782
2004,5,SDUST,0.327334476083751
2004,6,SDUST,0.388832347589051
2004,7,SDUST,0.401017239288035
2004,8,SDUST,0.339311084073184
2004,9,SDUST,0.254589015688972
2004,10,SDUST,0.343710604023598
2004,11,SDUST,0.324943990926651
2004,12,SDUST,0.304717462198047
2005,1,SDUST,0.242900375253223
2005,2,SDUST,0.235836305564977
2005,3,SDUST,0.284335288700581
2005,4,SDUST,0.262853421090275
2005,5,SDUST,0.326020453587909
2005,6,SDUST,0.236275522564632
2005,7,SDUST,0.286040150416519
2005,8,SDUST,0.263538663064557
2005,9,SDUST,0.294273115715567
2005,10,SDUST,0.252379162839423
2005,11,SDUST,0.255330190015542
2005,12,SDUST,0.193056203246137
2006,1,SDUST,0.263386434136658
2006,2,SDUST,0.383447320172764
2006,3,SDUST,0.464696971561061
2006,4,SDUST,0.469688224280562
2006,5,SDUST,0.475151241869234
2006,6,SDUST,0.455736111843135
2006,7,SDUST,0.543316279168099
2006,8,SDUST,0.475966663255982
2006,9,SDUST,0.396943877989089
2006,10,SDUST,0.358742588769569
2006,11,SDUST,0.267249085412769
2006,12,SDUST,0.337368965109116
2007,1,SDUST,0.250467322041222
2007,2,SDUST,0.401046288800837
2007,3,SDUST,0.47878213292854
2007,4,SDUST,0.399609930783869
2007,5,SDUST,0.39905718831939
2007,6,SDUST,0.447865477018695
2007,7,SDUST,0.378300335825173
2007,8,SDUST,0.556167081689078
2007,9,SDUST,0.368788926224027
2007,10,SDUST,0.27069248571194
2007,11,SDUST,0.428619373676097
2007,12,SDUST,0.272746720354079
2008,1,SDUST,0.31360893063339
2008,2,SDUST,0.34989781348442
2008,3,SDUST,0.432292032545912
2008,4,SDUST,0.300060346897385
2008,5,SDUST,0.367054071161007
2008,6,SDUST,0.456430498092408
2008,7,SDUST,0.451841202565986
2008,8,SDUST,0.356551546254585
2008,9,SDUST,0.335823291338585
2008,10,SDUST,0.354610119430797
2008,11,SDUST,0.339799286587409
2008,12,SDUST,0.199936493523177
2009,1,SDUST,0.349864750329069
2009,2,SDUST,0.544870986291805
2009,3,SDUST,0.334908901777239
2009,4,SDUST,0.320547848753185
2009,5,SDUST,0.228928960851347
2009,6,SDUST,0.350022797900024
2009,7,SDUST,0.35223443115522
2009,8,SDUST,0.46622952382726
2009,9,SDUST,0.207132348564443
2009,10,SDUST,0.181874406907781
2009,11,SDUST,0.249672939299283
2009,12,SDUST,0.17565248422912
2010,1,SDUST,0.321731838822272
2010,2,SDUST,0.295704970754735
2010,3,SDUST,0.382261344297704
2010,4,SDUST,0.626590079168707
2010,5,SDUST,0.360468675698312
2010,6,SDUST,0.389840031490131
2010,7,SDUST,0.522143537563395
2010,8,SDUST,0.408606279526633
2010,9,SDUST,0.364872452227523
2010,10,SDUST,0.385566937755797
2010,11,SDUST,0.317958873356124
2010,12,SDUST,0.251979930400503
2002,1,BURN,2.23442551128838
2002,2,BURN,2.08094750827012
2002,3,BURN,2.06183928962392
2002,4,BURN,1.92330269822599
2002,5,BURN,2.43817731313249
2002,6,BURN,1.94631296381348
2002,7,BURN,2.26745210306143
2002,8,BURN,2.17367873905746
2002,9,BURN,2.0914461929197
2002,10,BURN,2.0436169658563
2002,11,BURN,1.90679665445974
2002,12,BURN,1.86730715682779
2003,1,BURN,1.68174872649381
2003,2,BURN,1.67595057269401
2003,3,BURN,2.06673970614008
2003,4,BURN,2.06229408777795
2003,5,BURN,1.52238021774695
2003,6,BURN,1.499729701979
2003,7,BURN,1.45740962043008
2003,8,BURN,1.58270871370978
2003,9,BURN,1.57546089938676
2003,10,BURN,2.11157948905854
2003,11,BURN,2.22010430817515
2003,12,BURN,1.55421501190743
2004,1,BURN,2.16263517880813
2004,2,BURN,2.50622850729116
2004,3,BURN,2.64552226191532
2004,4,BURN,2.26201196895423
2004,5,BURN,1.87724903913088
2004,6,BURN,1.96197427544344
2004,7,BURN,2.1559852782225
2004,8,BURN,2.05195982890031
2004,9,BURN,1.92848152519949
2004,10,BURN,2.65120465618142
2004,11,BURN,2.62611809511912
2004,12,BURN,2.42136154144046
2005,1,BURN,3.26539439391439
2005,2,BURN,2.94175170313938
2005,3,BURN,2.40916597128749
2005,4,BURN,2.56421426478665
2005,5,BURN,2.41476754561036
2005,6,BURN,2.06298205186477
2005,7,BURN,2.18843460959324
2005,8,BURN,2.31926226274152
2005,9,BURN,2.68798279431161
2005,10,BURN,2.30121014333517
2005,11,BURN,2.77385470329882
2005,12,BURN,2.54702928641527
2006,1,BURN,2.23442551128838
2006,2,BURN,2.77368145478376
2006,3,BURN,3.34486137523606
2006,4,BURN,2.88452280557214
2006,5,BURN,2.23554221835829
2006,6,BURN,2.33125892029517
2006,7,BURN,2.74223175971824
2006,8,BURN,2.93734038185476
2006,9,BURN,2.32618647208592
2006,10,BURN,2.2006057263945
2006,11,BURN,2.41416168014456
2006,12,BURN,3.91085525266105
2007,1,BURN,2.10704728242604
2007,2,BURN,2.55472563435856
2007,3,BURN,4.39155165973224
2007,4,BURN,2.35403513140294
2007,5,BURN,2.98157227800744
2007,6,BURN,2.90878996507894
2007,7,BURN,2.51428734511283
2007,8,BURN,3.79639038515387
2007,9,BURN,2.76657683493494
2007,10,BURN,2.23783523173209
2007,11,BURN,3.27981978114286
2007,12,BURN,3.11462303925105
2008,1,BURN,3.34736659302084
2008,2,BURN,3.34352487900902
2008,3,BURN,3.51268729727054
2008,4,BURN,2.25284653046246
2008,5,BURN,2.48346620116554
2008,6,BURN,3.70848517499467
2008,7,BURN,2.71228968350127
2008,8,BURN,2.17922377454092
2008,9,BURN,2.96466513502973
2008,10,BURN,2.99741912428391
2008,11,BURN,3.20652971168592
2008,12,BURN,2.14701642483355
2009,1,BURN,3.67998915981833
2009,2,BURN,4.96028215281153
2009,3,BURN,2.98369608537226
2009,4,BURN,2.47233573367316
2009,5,BURN,1.6096679393729
2009,6,BURN,2.50628529244376
2009,7,BURN,2.30438680619076
2009,8,BURN,2.24805780216531
2009,9,BURN,1.77221078571115
2009,10,BURN,1.67092003581109
2009,11,BURN,2.57919103884623
2009,12,BURN,2.07645540337706
2010,1,BURN,2.81018705910368
2010,2,BURN,2.23753903029656
2010,3,BURN,2.77838796938843
2010,4,BURN,3.20566460421456
2010,5,BURN,1.6252334050946
2010,6,BURN,2.190822564402
2010,7,BURN,2.07162560753134
2010,8,BURN,2.20350517360162
2010,9,BURN,2.11416231528455
2010,10,BURN,2.54236375329707
2010,11,BURN,2.6056130690524
2010,12,BURN,2.51335481955122
2002,1,CFPP,0.0160086901331516
2002,2,CFPP,0.0307522133032288
2002,3,CFPP,0.0251133225624677
2002,4,CFPP,0.0162093297846888
2002,5,CFPP,0.00915075490956011
2002,6,CFPP,0.00936669356552406
2002,7,CFPP,0.0157648012728488
2002,8,CFPP,0.0133115754640433
2002,9,CFPP,0.0155399454385868
2002,10,CFPP,0.0155726061976887
2002,11,CFPP,0.0298887554901278
2002,12,CFPP,0.0229328028204575
2003,1,CFPP,0.0361001415872963
2003,2,CFPP,0.0200211806223199
2003,3,CFPP,0.0177369637188822
2003,4,CFPP,0.0121754543657983
2003,5,CFPP,0.0102833726374459
2003,6,CFPP,0.0113450469913706
2003,7,CFPP,0.00989911322831635
2003,8,CFPP,0.01157081790832
2003,9,CFPP,0.0191472174243386
2003,10,CFPP,0.0166265054641347
2003,11,CFPP,0.0142666168391618
2003,12,CFPP,0.0278015834368082
2004,1,CFPP,0.0356597920322598
2004,2,CFPP,0.0253298742264128
2004,3,CFPP,0.0215802533300837
2004,4,CFPP,0.0156678278605814
2004,5,CFPP,0.0175222044282738
2004,6,CFPP,0.005786555167326
2004,7,CFPP,0.00517380370741004
2004,8,CFPP,0.00947580114662
2004,9,CFPP,0.0133588655537508
2004,10,CFPP,0.00789204568712848
2004,11,CFPP,0.0083048601764099
2004,12,CFPP,0.0180132864769394
2005,1,CFPP,0.0174454317641883
2005,2,CFPP,0.0165885534376157
2005,3,CFPP,0.0083615937728039
2005,4,CFPP,0.0107979762193688
2005,5,CFPP,0.0105424723878074
2005,6,CFPP,0.00659024867160615
2005,7,CFPP,0.00451849275310233
2005,8,CFPP,0.00715696506754483
2005,9,CFPP,0.009664205409532
2005,10,CFPP,0.0164651205315181
2005,11,CFPP,0.017801481553749
2005,12,CFPP,0.0315704493719715
2006,1,CFPP,0.0160086901331516
2006,2,CFPP,0.00934214524536023
2006,3,CFPP,0.0129235132151877
2006,4,CFPP,0.00672418672294336
2006,5,CFPP,0.00761580842467929
2006,6,CFPP,0.00555903154284134
2006,7,CFPP,0.00684324754024962
2006,8,CFPP,0.00604421925285525
2006,9,CFPP,0.00299051826132866
2006,10,CFPP,0.0103747293162854
2006,11,CFPP,0.0184352057669848
2006,12,CFPP,0.0161077630783438
2007,1,CFPP,0.0117017382766407
2007,2,CFPP,0.019533626471876
2007,3,CFPP,0.00935472802815514
2007,4,CFPP,0.0124213460057139
2007,5,CFPP,0.00680729791712444
2007,6,CFPP,0.00674038415146236
2007,7,CFPP,0.00461808688810215
2007,8,CFPP,0.00645663038707631
2007,9,CFPP,0.0127239775003458
2007,10,CFPP,0.00874528307092369
2007,11,CFPP,0.0140434285961854
2007,12,CFPP,0.0106362085854164
2008,1,CFPP,0.00527064871406892
2008,2,CFPP,0.00694229694866811
2008,3,CFPP,0.00258406894100926
2008,4,CFPP,0.00209753172495462
2008,5,CFPP,0.00467994543144997
2008,6,CFPP,0.00261738255208674
2008,7,CFPP,0.00486676084157727
2008,8,CFPP,0.00577789477023465
2008,9,CFPP,0.00271435960112688
2008,10,CFPP,0.00571564786680776
2008,11,CFPP,0.0114400101089091
2008,12,CFPP,0.00506780820041489
2009,1,CFPP,0.012319177804461
2009,2,CFPP,0.00699897043243783
2009,3,CFPP,0.00722440472755117
2009,4,CFPP,0.00688830746375433
2009,5,CFPP,0.0035807471001198
2009,6,CFPP,0.00981206719862465
2009,7,CFPP,0.00622222239105097
2009,8,CFPP,0.00447199504091653
2009,9,CFPP,0.00761863999817177
2009,10,CFPP,0.00734513888270306
2009,11,CFPP,0.00829622023313203
2009,12,CFPP,0.00767709242176996
2010,1,CFPP,0.0102148161426487
2010,2,CFPP,0.0132936143050397
2010,3,CFPP,0.0104392773792032
2010,4,CFPP,0.00234589008363336
2010,5,CFPP,0.0022882643673068
2010,6,CFPP,0.00218805684907631
2010,7,CFPP,0.00196154703186874
2010,8,CFPP,0.00116824894734152
2010,9,CFPP,0.00475608132102003
2010,10,CFPP,0.00437391760528089
2010,11,CFPP,0.00498193390991939
2010,12,CFPP,0.00899849322042506
2002,1,AMSULF,2.01288757939502
2002,2,AMSULF,2.29169451226124
2002,3,AMSULF,2.29404010022482
2002,4,AMSULF,2.74634581261652
2002,5,AMSULF,2.94663589395994
2002,6,AMSULF,2.40051158781495
2002,7,AMSULF,2.65290259959189
2002,8,AMSULF,2.14120753276794
2002,9,AMSULF,2.31176017235305
2002,10,AMSULF,2.37472353242021
2002,11,AMSULF,2.73524590904338
2002,12,AMSULF,1.50818072401622
2003,1,AMSULF,1.8197646286641
2003,2,AMSULF,2.37557047295673
2003,3,AMSULF,2.61853297522578
2003,4,AMSULF,2.79222718450402
2003,5,AMSULF,1.75372917232932
2003,6,AMSULF,2.52541083929347
2003,7,AMSULF,1.72111567647945
2003,8,AMSULF,1.84979555917383
2003,9,AMSULF,2.17079792433934
2003,10,AMSULF,3.14049473283692
2003,11,AMSULF,2.12762744838056
2003,12,AMSULF,1.35138583541838
2004,1,AMSULF,1.83255175659753
2004,2,AMSULF,3.0483118314886
2004,3,AMSULF,2.8119219748359
2004,4,AMSULF,3.44402092469181
2004,5,AMSULF,2.82762297240594
2004,6,AMSULF,2.65295407047839
2004,7,AMSULF,2.28777673710883
2004,8,AMSULF,2.47633080766982
2004,9,AMSULF,1.98874131726608
2004,10,AMSULF,3.2985312835594
2004,11,AMSULF,2.41033419690479
2004,12,AMSULF,1.78531463621478
2005,1,AMSULF,2.57747265436959
2005,2,AMSULF,2.91922879749093
2005,3,AMSULF,4.05060376845395
2005,4,AMSULF,3.15276958811026
2005,5,AMSULF,4.19735939254002
2005,6,AMSULF,2.45584590744218
2005,7,AMSULF,2.33913290526189
2005,8,AMSULF,2.45488761305731
2005,9,AMSULF,2.52778480056164
2005,10,AMSULF,2.70704138450333
2005,11,AMSULF,2.70088822936114
2005,12,AMSULF,2.35940276419144
2006,1,AMSULF,2.01288757939502
2006,2,AMSULF,2.92535640428054
2006,3,AMSULF,3.71494739268074
2006,4,AMSULF,3.11596834489023
2006,5,AMSULF,3.22010705204741
2006,6,AMSULF,2.99064207745918
2006,7,AMSULF,3.70143156838211
2006,8,AMSULF,2.55555069094348
2006,9,AMSULF,2.48704138463658
2006,10,AMSULF,2.73589760305597
2006,11,AMSULF,2.35170423408273
2006,12,AMSULF,1.93607334619585
2007,1,AMSULF,1.83466106776871
2007,2,AMSULF,2.66092136627679
2007,3,AMSULF,3.6309133233369
2007,4,AMSULF,3.47663796893685
2007,5,AMSULF,2.85819869975229
2007,6,AMSULF,3.04209159740208
2007,7,AMSULF,3.18956951278201
2007,8,AMSULF,3.41840378393996
2007,9,AMSULF,3.01562785457249
2007,10,AMSULF,2.17854885716988
2007,11,AMSULF,3.57130203210367
2007,12,AMSULF,1.96348660343546
2008,1,AMSULF,2.36893587791352
2008,2,AMSULF,2.81534352601273
2008,3,AMSULF,3.0251397882705
2008,4,AMSULF,2.34249162551569
2008,5,AMSULF,2.79355853404
2008,6,AMSULF,2.78251874639255
2008,7,AMSULF,2.87930787447636
2008,8,AMSULF,1.96786451087472
2008,9,AMSULF,1.96390938006529
2008,10,AMSULF,2.30725095210087
2008,11,AMSULF,2.33641599703895
2008,12,AMSULF,1.24716791154048
2009,1,AMSULF,2.13405345568644
2009,2,AMSULF,2.25783111604134
2009,3,AMSULF,1.83708093784231
2009,4,AMSULF,1.45131431884367
2009,5,AMSULF,1.19713059926334
2009,6,AMSULF,2.91019216428739
2009,7,AMSULF,3.1760898882835
2009,8,AMSULF,2.63274732364873
2009,9,AMSULF,1.73696974537363
2009,10,AMSULF,1.47752904184049
2009,11,AMSULF,1.70421164245077
2009,12,AMSULF,1.26680921666383
2010,1,AMSULF,1.52385940803247
2010,2,AMSULF,2.29008001091992
2010,3,AMSULF,1.97766120980877
2010,4,AMSULF,2.10472287763764
2010,5,AMSULF,1.39938287839796
2010,6,AMSULF,1.98630668058809
2010,7,AMSULF,1.70840739280738
2010,8,AMSULF,1.80527112801784
2010,9,AMSULF,1.82009424301959
2010,10,AMSULF,1.42569887790326
2010,11,AMSULF,1.37317553424458
2010,12,AMSULF,1.29906884487634
2002,1,AMBSULF,1.23695375312792
2002,2,AMBSULF,1.37637264179941
2002,3,AMBSULF,1.51282896023289
2002,4,AMBSULF,2.07878444500132
2002,5,AMBSULF,3.29391868971369
2002,6,AMBSULF,2.90054745912869
2002,7,AMBSULF,5.42929441751177
2002,8,AMBSULF,4.29987479677172
2002,9,AMBSULF,3.98757584745945
2002,10,AMBSULF,3.13299306848938
2002,11,AMBSULF,0.986889518412262
2002,12,AMBSULF,1.767266659264
2003,1,AMBSULF,0.746489099419725
2003,2,AMBSULF,0.90137951016148
2003,3,AMBSULF,1.87992514567313
2003,4,AMBSULF,1.96558486540664
2003,5,AMBSULF,3.03803589065557
2003,6,AMBSULF,3.60971976116289
2003,7,AMBSULF,4.17648880152265
2003,8,AMBSULF,5.1689879908308
2003,9,AMBSULF,4.03413922637444
2003,10,AMBSULF,2.06010378291944
2003,11,AMBSULF,0.980336567371623
2003,12,AMBSULF,1.2489329553345
2004,1,AMBSULF,1.05144910557826
2004,2,AMBSULF,0.988731046541555
2004,3,AMBSULF,1.51714064795868
2004,4,AMBSULF,1.47276994733629
2004,5,AMBSULF,3.08300068665381
2004,6,AMBSULF,3.66940168050823
2004,7,AMBSULF,4.28017165960221
2004,8,AMBSULF,4.5963776172759
2004,9,AMBSULF,3.24757459930613
2004,10,AMBSULF,2.95824538755037
2004,11,AMBSULF,1.12368083809104
2004,12,AMBSULF,1.42613410015672
2005,1,AMBSULF,1.22260608971486
2005,2,AMBSULF,1.27712055967072
2005,3,AMBSULF,0.90296440110806
2005,4,AMBSULF,1.298083358345
2005,5,AMBSULF,3.79433410912745
2005,6,AMBSULF,3.48840976942406
2005,7,AMBSULF,4.14983956591827
2005,8,AMBSULF,4.67613055517757
2005,9,AMBSULF,4.91637710110798
2005,10,AMBSULF,2.15350103702555
2005,11,AMBSULF,0.882704064516563
2005,12,AMBSULF,0.965953978145831
2006,1,AMBSULF,1.23695375312792
2006,2,AMBSULF,0.604265756252461
2006,3,AMBSULF,1.22131448246179
2006,4,AMBSULF,1.35451183265455
2006,5,AMBSULF,2.55547145452205
2006,6,AMBSULF,3.30267256729122
2006,7,AMBSULF,3.83848092658362
2006,8,AMBSULF,5.01150038647374
2006,9,AMBSULF,4.05580897727249
2006,10,AMBSULF,1.28506646347919
2006,11,AMBSULF,0.932841725326108
2006,12,AMBSULF,1.14267445641666
2007,1,AMBSULF,0.861174733465546
2007,2,AMBSULF,0.461826546505756
2007,3,AMBSULF,1.50609554394218
2007,4,AMBSULF,1.08741872586377
2007,5,AMBSULF,2.38548156246197
2007,6,AMBSULF,3.07921576331142
2007,7,AMBSULF,2.94419852874851
2007,8,AMBSULF,4.97218386510806
2007,9,AMBSULF,3.34702340017387
2007,10,AMBSULF,1.76873533713776
2007,11,AMBSULF,0.404057596391931
2007,12,AMBSULF,1.26231289664005
2008,1,AMBSULF,0.705869337337505
2008,2,AMBSULF,0.925431189860327
2008,3,AMBSULF,0.875277143449128
2008,4,AMBSULF,1.56933626834467
2008,5,AMBSULF,1.75763295282228
2008,6,AMBSULF,2.4993177482334
2008,7,AMBSULF,2.85611157045247
2008,8,AMBSULF,3.96108771530695
2008,9,AMBSULF,2.73170078353147
2008,10,AMBSULF,1.08141223264267
2008,11,AMBSULF,0.44735238021731
2008,12,AMBSULF,1.10822484636171
2009,1,AMBSULF,0.401063576916221
2009,2,AMBSULF,0.335642728051062
2009,3,AMBSULF,0.947082555606485
2009,4,AMBSULF,1.33592758830606
2009,5,AMBSULF,1.28515949122726
2009,6,AMBSULF,1.63129816852841
2009,7,AMBSULF,1.18153644971875
2009,8,AMBSULF,1.63883883002405
2009,9,AMBSULF,1.13785679792087
2009,10,AMBSULF,0.619175963693556
2009,11,AMBSULF,0.510128308598652
2009,12,AMBSULF,0.51476564619934
2010,1,AMBSULF,0.540069647335408
2010,2,AMBSULF,0.499712127563047
2010,3,AMBSULF,1.17784046684643
2010,4,AMBSULF,1.61907768590497
2010,5,AMBSULF,2.14076456564058
2010,6,AMBSULF,2.22710780271193
2010,7,AMBSULF,2.58969228016609
2010,8,AMBSULF,2.72918752101036
2010,9,AMBSULF,1.75142279885382
2010,10,AMBSULF,1.63638391048539
2010,11,AMBSULF,0.750740010461651
2010,12,AMBSULF,0.549881815980609
